p,q,f,out
86,556,3,642
56,513,5,569
982,389,10,1371
620,425,4,1045
916,285,10,1201
521,665,10,1186
343,900,4,1243
78,702,3,780
708,240,2,948
189,141,10,330
71,598,9,669
609,125,7,734
665,350,4,1015
24,855,9,879
852,519,7,1371
485,73,4,558
736,647,7,1383
717,396,10,1113
492,864,7,1356
344,709,3,1053
835,113,4,948
608,974,1,1582
542,502,6,1044
881,276,9,1157
205,312,5,517
591,949,1,1540
705,322,8,1027
867,939,7,1806
831,844,5,1675
414,445,9,859
82,462,3,544
507,589,2,1096
793,835,2,1628
919,776,6,1695
972,638,1,1610
37,386,7,423
111,788,7,899
67,669,8,736
447,145,1,592
582,780,2,1362
124,621,8,745
83,392,5,475
241,942,10,1183
922,60,9,982
677,920,1,1597
534,849,4,1383
760,3,1,763
351,750,6,1101
739,573,4,1312
100,206,5,306
861,481,3,1342
401,482,8,883
958,131,8,1089
174,405,9,579
829,857,8,1686
866,122,6,988
943,268,1,1211
758,337,10,1095
960,2,8,962
883,126,6,1009
328,6,5,334
402,693,7,1095
577,856,3,1433
339,129,7,468
553,222,10,775
277,770,1,1047
593,669,8,1262
878,911,9,1789
997,381,1,1378
988,910,1,1898
318,528,6,846
373,603,7,976
91,247,9,338
602,488,1,1090
247,620,9,867
32,700,10,732
529,632,9,1161
365,928,3,1293
108,892,4,1000
188,84,1,272
234,575,4,809
34,204,4,238
682,775,8,1457
316,987,2,1303
449,305,8,754
72,655,1,727
961,2,10,963
767,158,1,925
593,917,5,1510
826,413,2,1239
754,489,5,1243
723,44,9,767
609,383,9,992
803,922,8,1725
320,766,9,1086
654,349,6,1003
365,794,5,1159
304,381,8,685
81,230,2,311
310,647,9,957
25,391,7,416
261,938,10,1199
712,92,7,804
435,112,9,547
455,121,7,576
417,234,6,651
540,47,3,587
886,801,2,1687
105,687,10,792
691,589,2,1280
324,369,1,693
547,610,4,1157
828,496,9,1324
968,623,9,1591
231,894,3,1125
625,546,4,1171
74,970,3,1044
187,344,9,531
284,854,5,1138
6,551,2,557
303,743,10,1046
485,85,2,570
756,246,4,1002
693,792,7,1485
856,491,10,1347
739,502,9,1241
33,370,1,403
833,491,9,1324
144,658,1,802
584,780,3,1364
433,509,3,942
292,189,7,481
282,7,2,289
359,524,7,883
46,351,2,397
340,918,4,1258
37,481,5,518
108,426,7,534
483,142,9,625
782,454,8,1236
894,878,3,1772
414,961,7,1375
438,162,9,600
289,33,4,322
328,942,8,1270
563,417,8,980
942,469,3,1411
399,483,9,882
802,311,1,1113
178,10,9,188
948,353,6,1301
339,771,8,1110
548,181,6,729
886,170,2,1056
149,488,1,637
901,776,4,1677
730,457,6,1187
483,929,9,1412
164,139,8,303
895,421,2,1316
815,104,10,919
361,300,7,661
385,424,10,809
399,995,7,1394
653,571,9,1224
949,606,6,1555
839,329,4,1168
138,260,7,398
677,50,6,727
943,561,8,1504
908,376,1,1284
698,421,7,1119
453,516,4,969
495,372,5,867
47,973,2,1020
50,439,8,489
273,369,9,642
380,18,9,398
142,219,7,361
613,247,9,860
73,355,6,428
367,729,1,1096
26,173,9,199
799,492,10,1291
216,777,4,993
763,235,9,998
788,937,2,1725
937,671,2,1608
296,733,5,1029
897,0,9,897
953,554,3,1507
680,498,8,1178
293,596,7,889
684,434,2,1118
793,225,1,1018
274,863,10,1137
824,478,10,1302
501,987,4,1488
495,964,10,1459
284,77,2,361
0,723,6,723
752,953,8,1705
988,780,9,1768
626,280,3,906
289,722,5,1011
255,630,7,885
406,79,6,485
244,14,10,258
639,920,3,1559
277,756,4,1033
557,770,6,1327
826,645,10,1471
76,274,2,350
644,606,10,1250
637,936,8,1573
872,192,3,1064
227,622,7,849
964,106,1,1070
99,891,4,990
760,756,1,1516
999,327,3,1326
160,880,7,1040
270,70,5,340
551,868,2,1419
148,283,4,431
935,18,1,953
673,32,9,705
685,731,2,1416
610,878,9,1488
148,106,9,254
331,176,4,507
808,439,7,1247
18,981,10,999
712,998,7,1710
367,703,6,1070
50,91,8,141
926,866,4,1792
609,22,6,631
768,651,9,1419
626,498,6,1124
663,69,10,732
507,642,7,1149
207,558,7,765
142,708,8,850
281,766,7,1047
442,755,7,1197
706,801,10,1507
769,237,5,1006
287,760,1,1047
767,415,1,1182
535,178,4,713
845,760,9,1605
746,858,7,1604
128,750,8,878
583,573,8,1156
645,828,6,1473
476,93,3,569
114,884,6,998
197,101,5,298
877,96,6,973
314,167,4,481
74,143,8,217
969,951,5,1920
393,712,10,1105
663,430,5,1093
650,136,9,786
730,164,1,894
947,967,3,1914
274,856,10,1130
719,108,2,827
223,566,3,789
345,591,7,936
923,63,3,986
962,438,6,1400
181,297,9,478
543,965,7,1508
425,182,8,607
798,567,5,1365
889,411,4,1300
658,853,8,1511
437,286,5,723
604,704,3,1308
144,506,5,650
288,540,9,828
233,961,2,1194
623,933,2,1556
871,557,10,1428
825,802,4,1627
624,501,7,1125
855,246,8,1101
183,727,5,910
44,629,6,673
758,392,7,1150
211,391,4,602
656,765,7,1421
798,287,9,1085
461,152,3,613
15,277,4,292
22,462,9,484
880,92,7,972
670,511,2,1181
70,850,3,920
647,620,9,1267
170,445,3,615
247,347,5,594
235,583,3,818
3,195,9,198
120,890,7,1010
761,559,2,1320
62,172,3,234
930,561,9,1491
347,314,5,661
194,871,7,1065
898,581,7,1479
359,258,5,617
840,661,8,1501
242,908,5,1150
972,966,4,1938
618,83,2,701
951,706,3,1657
26,636,4,662
219,792,3,1011
16,448,1,464
915,1,2,916
81,330,8,411
369,996,7,1365
687,969,4,1656
825,670,2,1495
928,172,9,1100
263,379,3,642
977,478,3,1455
181,105,10,286
85,427,10,512
506,580,1,1086
927,49,8,976
837,290,5,1127
189,479,3,668
59,756,9,815
161,532,7,693
120,191,1,311
474,126,5,600
375,8,7,383
900,942,5,1842
964,681,5,1645
350,705,10,1055
659,561,1,1220
549,299,2,848
283,489,5,772
223,756,2,979
826,465,2,1291
474,464,7,938
821,909,2,1730
573,249,3,822
857,387,9,1244
795,417,8,1212
461,374,2,835
748,562,5,1310
713,156,3,869
340,792,10,1132
310,50,2,360
78,318,6,396
591,379,1,970
117,873,10,990
489,624,5,1113
47,444,1,491
64,171,3,235
249,574,2,823
729,554,7,1283
743,791,10,1534
364,486,6,850
837,895,1,1732
195,908,1,1103
538,305,10,843
4,190,2,194
820,16,5,836
804,202,7,1006
683,882,7,1565
885,629,8,1514
869,603,6,1472
794,827,6,1621
207,841,9,1048
749,132,3,881
215,704,9,919
925,231,2,1156
241,653,1,894
2,891,2,893
233,759,10,992
956,963,8,1919
303,486,10,789
622,724,4,1346
180,268,6,448
550,382,9,932
140,578,4,718
680,244,3,924
999,779,9,1778
410,659,4,1069
867,577,4,1444
272,136,9,408
67,459,5,526
99,110,7,209
265,956,7,1221
123,994,1,1117
460,310,1,770
732,919,8,1651
171,735,4,906
730,382,7,1112
22,70,4,92
75,363,5,438
650,890,10,1540
37,197,9,234
252,875,4,1127
27,953,6,980
697,921,5,1618
902,122,3,1024
724,372,4,1096
114,530,8,644
101,597,8,698
589,708,9,1297
180,934,2,1114
69,91,2,160
667,349,8,1016
18,631,9,649
607,656,5,1263
201,688,10,889
633,678,3,1311
189,922,10,1111
157,407,7,564
707,352,10,1059
809,70,3,879
692,65,8,757
303,586,8,889
0,701,1,701
670,860,4,1530
770,279,3,1049
684,128,2,812
769,56,10,825
718,213,1,931
571,335,8,906
876,661,10,1537
11,140,8,151
14,434,1,448
328,854,2,1182
356,656,10,1012
652,261,10,913
205,269,5,474
741,647,2,1388
277,362,8,639
322,781,10,1103
992,757,5,1749
481,454,9,935
547,671,9,1218
380,516,8,896
821,833,4,1654
298,199,1,497
693,547,5,1240
199,529,6,728
570,572,5,1142
125,94,10,219
624,8,3,632
771,203,9,974
880,415,4,1295
71,139,6,210
627,633,10,1260
273,444,5,717
274,869,10,1143
644,150,7,794
175,930,9,1105
676,263,10,939
713,996,3,1709
459,604,9,1063
740,991,3,1731
321,332,3,653
506,979,10,1485
852,533,5,1385
932,941,1,1873
549,772,7,1321
140,679,1,819
648,527,6,1175
763,592,5,1355
805,86,9,891
165,825,1,990
213,726,7,939
267,933,9,1200
88,70,10,158
875,164,7,1039
642,918,3,1560
586,726,7,1312
517,325,1,842
239,895,3,1134
917,348,5,1265
155,48,7,203
79,110,6,189
977,683,5,1660
358,505,3,863
576,451,7,1027
666,464,6,1130
709,596,8,1305
497,756,2,1253
569,571,5,1140
627,778,10,1405
387,169,2,556
688,996,7,1684
435,606,6,1041
565,514,2,1079
211,841,9,1052
92,356,7,448
256,479,4,735
980,16,4,996
144,717,3,861
836,849,2,1685
20,206,7,226
71,559,4,630
580,448,6,1028
220,34,1,254
309,394,1,703
79,385,8,464
79,531,9,610
795,757,9,1552
666,4,5,670
135,10,4,145
668,394,7,1062
937,202,7,1139
790,98,10,888
588,892,6,1480
671,100,4,771
527,569,9,1096
896,440,7,1336
565,973,4,1538
600,885,3,1485
248,365,9,613
632,297,6,929
644,84,5,728
751,688,10,1439
258,743,7,1001
22,918,1,940
737,563,4,1300
332,309,1,641
77,73,10,150
227,821,7,1048
873,57,2,930
377,839,1,1216
360,486,8,846
188,419,5,607
660,155,5,815
140,198,7,338
968,929,10,1897
771,871,4,1642
798,143,4,941
993,833,2,1826
591,38,3,629
28,767,9,795
64,791,4,855
223,355,3,578
964,770,2,1734
976,328,6,1304
390,720,5,1110
758,636,3,1394
833,891,3,1724
428,274,5,702
52,921,7,973
284,330,4,614
82,773,9,855
566,516,7,1082
279,502,4,781
848,586,6,1434
140,401,9,541
301,53,9,354
998,542,2,1540
591,962,3,1553
725,473,1,1198
211,298,9,509
611,343,1,954
841,307,9,1148
15,833,10,848
465,766,1,1231
734,871,7,1605
148,446,9,594
907,656,7,1563
494,673,4,1167
478,522,4,1000
763,681,2,1444
65,333,10,398
782,286,7,1068
395,102,1,497
231,888,10,1119
698,973,6,1671
787,16,8,803
114,406,8,520
123,677,4,800
691,457,2,1148
830,19,2,849
491,282,10,773
460,322,1,782
660,762,1,1422
629,42,1,671
321,56,5,377
166,994,7,1160
787,425,9,1212
759,141,10,900
693,635,8,1328
118,142,1,260
210,252,7,462
165,823,5,988
140,362,8,502
460,29,8,489
748,612,4,1360
175,908,4,1083
134,750,7,884
845,149,3,994
680,117,5,797
617,138,2,755
612,58,1,670
292,341,3,633
450,505,2,955
60,246,8,306
736,61,2,797
387,675,7,1062
257,149,4,406
292,369,9,661
498,39,5,537
959,582,10,1541
667,319,8,986
742,167,6,909
357,297,3,654
172,168,5,340
812,689,2,1501
444,876,3,1320
300,801,5,1101
371,454,5,825
569,22,7,591
49,74,9,123
374,941,10,1315
77,914,4,991
775,625,4,1400
352,711,1,1063
761,426,9,1187
57,958,3,1015
702,408,4,1110
404,493,3,897
983,424,2,1407
734,669,5,1403
89,948,4,1037
327,528,10,855
937,989,5,1926
723,226,6,949
540,372,2,912
332,284,3,616
730,846,6,1576
59,713,2,772
223,592,2,815
42,511,2,553
758,766,6,1524
499,529,5,1028
759,289,2,1048
762,462,1,1224
157,460,7,617
631,707,7,1338
532,16,10,548
133,57,3,190
768,773,8,1541
340,392,3,732
773,184,8,957
210,395,6,605
858,831,2,1689
533,940,1,1473
161,565,2,726
859,398,2,1257
56,612,9,668
743,484,1,1227
765,320,8,1085
712,21,10,733
298,880,8,1178
168,111,2,279
257,526,8,783
697,103,3,800
37,170,5,207
72,574,3,646
865,970,9,1835
373,546,10,919
605,384,2,989
436,414,5,850
486,81,5,567
771,56,1,827
53,147,9,200
56,80,4,136
547,69,3,616
77,49,9,126
10,124,10,134
59,855,7,914
991,147,4,1138
484,468,4,952
41,788,5,829
640,383,10,1023
535,643,6,1178
454,496,8,950
675,306,7,981
782,647,4,1429
718,370,2,1088
759,566,7,1325
274,554,4,828
341,943,8,1284
182,550,2,732
173,249,10,422
115,310,5,425
30,301,1,331
150,966,8,1116
269,47,5,316
335,34,3,369
814,868,6,1682
501,625,10,1126
349,799,7,1148
537,115,6,652
365,52,7,417
783,730,1,1513
69,858,10,927
29,156,9,185
505,239,7,744
149,684,2,833
529,719,7,1248
693,894,8,1587
922,888,7,1810
823,369,6,1192
503,896,3,1399
582,122,6,704
349,920,5,1269
353,416,10,769
513,136,1,649
972,759,9,1731
967,281,10,1248
820,112,8,932
902,993,10,1895
810,931,3,1741
675,967,2,1642
339,251,4,590
708,724,3,1432
669,227,3,896
166,938,1,1104
489,740,3,1229
50,339,9,389
623,411,3,1034
382,586,5,968
910,255,1,1165
879,4,10,883
177,566,4,743
132,662,1,794
857,812,9,1669
91,879,9,970
987,140,8,1127
669,561,7,1230
773,70,9,843
421,387,9,808
862,869,3,1731
859,921,2,1780
380,687,7,1067
603,635,8,1238
350,484,5,834
332,292,10,624
304,393,4,697
991,395,4,1386
252,64,5,316
528,680,1,1208
422,829,1,1251
546,347,9,893
781,511,4,1292
468,656,2,1124
609,508,8,1117
75,763,3,838
735,147,3,882
620,316,5,936
989,128,10,1117
387,863,9,1250
95,4,1,99
765,815,6,1580
180,470,2,650
817,589,3,1406
834,745,1,1579
650,650,4,1300
183,517,4,700
679,781,9,1460
925,582,6,1507
418,616,6,1034
118,523,4,641
347,529,10,876
447,623,10,1070
91,855,1,946
200,465,6,665
704,51,2,755
815,607,8,1422
692,54,7,746
692,44,1,736
884,753,7,1637
34,864,6,898
135,138,8,273
985,295,2,1280
571,836,9,1407
879,603,2,1482
624,292,9,916
312,5,6,317
279,374,7,653
544,652,9,1196
654,376,5,1030
374,417,8,791
465,444,3,909
119,67,3,186
785,764,4,1549
416,451,3,867
530,264,10,794
642,814,4,1456
942,777,8,1719
291,555,5,846
398,459,4,857
615,113,3,728
649,105,4,754
126,575,8,701
248,976,8,1224
38,75,1,113
175,980,3,1155
837,688,2,1525
39,578,6,617
282,167,2,449
222,679,6,901
927,370,4,1297
218,7,5,225
657,75,3,732
80,510,4,590
891,441,2,1332
94,434,3,528
58,909,8,967
256,309,7,565
831,502,8,1333
777,990,7,1767
834,912,1,1746
435,731,7,1166
951,883,9,1834
161,741,5,902
474,791,5,1265
46,220,7,266
451,322,9,773
618,141,4,759
615,369,1,984
87,744,9,831
146,899,10,1045
25,251,7,276
703,386,1,1089
969,526,10,1495
312,305,2,617
296,365,8,661
399,389,4,788
906,738,4,1644
220,899,7,1119
525,550,9,1075
305,393,4,698
503,818,2,1321
604,609,6,1213
845,428,7,1273
11,262,6,273
586,209,8,795
264,291,4,555
677,498,6,1175
396,831,4,1227
380,244,8,624
614,361,10,975
908,860,9,1768
301,27,8,328
779,759,7,1538
249,812,10,1061
216,434,3,650
640,754,3,1394
359,49,8,408
2,707,9,709
271,4,3,275
757,645,1,1402
75,323,10,398
457,879,1,1336
681,604,3,1285
937,289,4,1226
87,247,10,334
995,514,7,1509
656,820,7,1476
27,130,2,157
143,247,8,390
98,895,9,993
13,834,7,847
714,891,2,1605
521,479,1,1000
573,862,10,1435
127,445,2,572
562,868,9,1430
879,208,3,1087
253,618,9,871
159,783,1,942
458,731,2,1189
114,876,2,990
428,416,5,844
892,253,7,1145
55,181,2,236
231,103,10,334
130,11,6,141
467,18,9,485
866,791,6,1657
554,753,10,1307
412,547,4,959
326,18,8,344
633,774,2,1407
851,644,4,1495
260,144,2,404
858,931,9,1789
828,668,8,1496
817,98,9,915
129,854,7,983
942,848,1,1790
398,684,1,1082
413,382,8,795
471,820,1,1291
616,190,9,806
609,142,5,751
486,324,1,810
180,185,5,365
707,712,5,1419
784,371,6,1155
44,188,8,232
966,488,4,1454
140,996,5,1136
798,307,3,1105
947,219,2,1166
948,245,9,1193
732,842,3,1574
728,960,3,1688
765,955,5,1720
564,647,2,1211
363,78,3,441
220,315,6,535
201,348,9,549
359,578,9,937
932,651,4,1583
19,412,8,431
54,628,3,682
702,407,3,1109
715,705,1,1420
762,487,9,1249
292,264,9,556
930,616,6,1546
884,343,2,1227
934,61,5,995
940,9,10,949
18,881,3,899
426,911,4,1337
464,535,2,999
344,247,10,591
36,865,7,901
877,268,7,1145
618,660,9,1278
344,926,7,1270
139,512,1,651
279,271,3,550
241,577,8,818
329,719,6,1048
410,188,4,598
349,378,5,727
180,331,4,511
519,424,2,943
590,788,3,1378
818,707,1,1525
506,547,2,1053
738,798,9,1536
895,211,10,1106
793,198,8,991
638,133,5,771
602,326,5,928
659,555,6,1214
611,665,6,1276
391,394,3,785
647,517,9,1164
431,862,8,1293
152,112,3,264
472,790,10,1262
974,347,6,1321
13,174,3,187
656,115,1,771
538,32,6,570
150,203,8,353
625,16,1,641
318,355,8,673
698,574,10,1272
861,444,7,1305
499,421,8,920
43,350,7,393
291,237,4,528
321,574,5,895
744,511,6,1255
422,394,2,816
421,738,5,1159
822,44,8,866
593,298,6,891
47,8,2,55
793,357,8,1150
491,805,10,1296
10,578,10,588
939,125,4,1064
114,194,4,308
322,128,6,450
302,217,8,519
689,973,6,1662
102,635,9,737
375,879,5,1254
508,755,6,1263
115,219,3,334
562,716,6,1278
184,548,7,732
81,766,4,847
743,401,4,1144
926,855,5,1781
733,735,9,1468
554,583,3,1137
310,1,7,311
177,623,9,800
485,498,4,983
883,785,3,1668
265,944,1,1209
6,4,5,10
847,755,8,1602
586,134,7,720
924,353,10,1277
856,873,10,1729
544,848,6,1392
351,100,1,451
68,803,7,871
867,738,4,1605
289,679,6,968
916,315,5,1231
709,627,8,1336
571,862,3,1433
15,972,3,987
220,788,3,1008
99,285,2,384
27,643,10,670
850,408,2,1258
284,380,9,664
679,909,3,1588
907,224,9,1131
638,129,5,767
972,119,5,1091
153,401,4,554
122,715,8,837
764,493,7,1257
58,742,9,800
13,539,10,552
489,18,10,507
845,240,4,1085
351,955,8,1306
960,699,3,1659
415,309,3,724
518,776,9,1294
756,834,7,1590
463,869,8,1332
34,892,7,926
317,157,7,474
644,382,2,1026
407,479,7,886
576,750,1,1326
766,581,10,1347
992,954,1,1946
801,469,1,1270
508,277,10,785
45,166,5,211
849,910,6,1759
501,617,10,1118
829,637,1,1466
889,283,4,1172
613,791,3,1404
513,949,2,1462
840,534,1,1374
23,422,7,445
530,576,4,1106
466,282,6,748
516,299,1,815
122,879,10,1001
55,19,10,74
407,366,3,773
814,19,10,833
856,81,6,937
279,792,5,1071
501,549,7,1050
172,935,9,1107
391,329,6,720
731,979,1,1710
641,316,5,957
814,868,7,1682
870,572,8,1442
295,871,8,1166
376,76,2,452
908,789,9,1697
411,605,2,1016
814,552,4,1366
764,509,3,1273
928,350,6,1278
206,696,5,902
869,334,4,1203
990,757,4,1747
638,89,9,727
907,432,6,1339
375,39,1,414
64,94,5,158
799,977,9,1776
703,726,6,1429
401,213,10,614
652,354,8,1006
433,187,8,620
295,11,8,306
789,416,1,1205
817,625,9,1442
348,729,5,1077
179,850,8,1029
777,490,5,1267
924,4,2,928
225,560,4,785
454,832,5,1286
386,763,9,1149
46,458,1,504
382,784,6,1166
162,665,8,827
957,26,8,983
424,426,1,850
893,491,8,1384
9,857,5,866
187,106,4,293
869,725,7,1594
446,962,10,1408
419,513,5,932
518,268,8,786
2,577,2,579
128,96,3,224
154,985,7,1139
855,129,6,984
873,373,2,1246
366,241,5,607
590,544,1,1134
890,212,9,1102
578,20,2,598
117,567,2,684
365,5,7,370
753,556,9,1309
151,779,2,930
797,97,6,894
585,170,8,755
67,609,8,676
621,577,6,1198
852,962,9,1814
344,606,9,950
466,309,1,775
548,69,8,617
820,80,1,900
929,374,2,1303
398,315,3,713
94,35,9,129
440,564,4,1004
805,895,7,1700
621,929,3,1550
675,923,1,1598
342,12,1,354
549,88,3,637
324,705,4,1029
71,317,5,388
965,759,4,1724
545,63,6,608
17,228,1,245
42,854,9,896
789,916,8,1705
619,420,6,1039
685,784,5,1469
44,388,1,432
251,18,7,269
212,823,6,1035
896,627,9,1523
378,557,4,935
491,852,8,1343
342,345,4,687
704,444,1,1148
961,751,4,1712
71,928,9,999
772,91,4,863
988,40,10,1028
258,379,1,637
33,780,6,813
493,282,4,775
987,908,9,1895
85,564,1,649
113,807,7,920
882,933,3,1815
862,40,3,902
492,605,9,1097
950,926,8,1876
181,744,2,925
132,356,3,488
484,98,5,582
462,324,1,786
849,323,5,1172
290,839,3,1129
252,774,1,1026
645,875,5,1520
968,825,9,1793
684,162,8,846
678,338,5,1016
486,683,5,1169
438,31,5,469
187,51,4,238
734,541,1,1275
80,966,6,1046
407,233,3,640
805,20,2,825
339,595,9,934
611,768,8,1379
586,196,4,782
531,333,7,864
963,13,7,976
42,934,10,976
172,641,9,813
975,982,3,1957
680,288,5,968
972,416,9,1388
422,312,7,734
823,658,9,1481
355,980,9,1335
913,633,4,1546
58,282,10,340
819,825,1,1644
810,348,6,1158
873,797,7,1670
104,623,6,727
884,362,5,1246
431,105,10,536
840,154,7,994
208,489,6,697
205,852,3,1057
275,923,10,1198
564,152,7,716
217,808,8,1025
90,24,7,114
621,901,3,1522
211,565,1,776
669,140,8,809
723,268,4,991
554,901,8,1455
743,721,5,1464
521,64,1,585
484,686,1,1170
781,158,10,939
294,786,4,1080
456,688,4,1144
841,356,2,1197
513,972,9,1485
169,235,5,404
151,247,10,398
687,276,3,963
435,708,1,1143
471,54,6,525
847,480,7,1327
77,912,5,989
828,430,10,1258
787,198,4,985
773,184,9,957
569,880,6,1449
550,466,3,1016
441,471,8,912
999,620,10,1619
286,725,8,1011
504,10,9,514
372,3,1,375
54,795,9,849
159,787,2,946
274,755,2,1029
851,718,1,1569
459,578,2,1037
858,245,2,1103
8,586,9,594
108,444,6,552
855,810,1,1665
695,416,1,1111
200,280,9,480
190,711,3,901
560,494,5,1054
944,670,3,1614
390,132,10,522
576,680,5,1256
162,219,8,381
108,18,3,126
584,954,3,1538
133,418,7,551
204,230,9,434
947,960,6,1907
104,27,7,131
139,545,2,684
826,789,6,1615
465,420,4,885
929,613,1,1542
832,556,1,1388
108,8,6,116
632,798,4,1430
418,979,8,1397
332,396,6,728
709,290,6,999
963,431,6,1394
981,499,2,1480
214,44,3,258
756,229,2,985
158,181,1,339
498,625,2,1123
196,171,4,367
821,793,9,1614
623,388,4,1011
343,126,9,469
912,536,10,1448
978,831,6,1809
155,39,6,194
520,414,8,934
646,614,10,1260
730,412,1,1142
303,689,3,992
996,154,7,1150
479,959,9,1438
790,523,4,1313
39,26,1,65
28,443,3,471
521,801,10,1322
1,734,2,735
882,497,3,1379
309,873,5,1182
347,748,6,1095
374,306,4,680
68,888,3,956
903,59,10,962
729,828,8,1557
546,353,6,899
475,535,5,1010
185,263,1,448
208,890,4,1098
353,919,5,1272
583,679,7,1262
881,469,7,1350
443,515,4,958
590,13,9,603
651,845,10,1496
874,245,4,1119
3,116,10,119
561,242,5,803
26,353,6,379
601,253,8,854
219,121,3,340
869,396,1,1265
53,885,10,938
668,347,4,1015
766,919,4,1685
421,55,3,476
311,176,10,487
536,955,2,1491
129,927,4,1056
834,472,2,1306
333,815,4,1148
307,548,1,855
104,702,3,806
62,418,7,480
14,741,2,755
265,812,3,1077
347,902,6,1249
117,956,6,1073
767,552,4,1319
757,781,1,1538
536,669,2,1205
783,125,10,908
984,532,8,1516
466,395,7,861
810,400,2,1210
808,611,1,1419
290,629,3,919
306,442,5,748
309,309,2,618
859,814,1,1673
719,664,10,1383
548,570,6,1118
847,368,6,1215
708,772,9,1480
495,985,8,1480
952,957,2,1909
595,810,3,1405
686,646,8,1332
376,296,4,672
614,84,9,698
892,419,7,1311
829,664,2,1493
780,127,9,907
441,550,6,991
406,578,10,984
941,581,5,1522
853,634,5,1487
711,899,9,1610
253,258,9,511
695,702,1,1397
115,570,8,685
493,26,1,519
212,170,8,382
774,436,7,1210
953,499,10,1452
361,127,9,488
573,612,4,1185
154,841,8,995
36,537,7,573
659,37,1,696
858,179,4,1037
672,413,10,1085
512,615,1,1127
155,460,10,615
920,372,2,1292
706,820,8,1526
338,313,4,651
97,295,2,392
672,15,3,687
381,913,5,1294
125,891,3,1016
397,974,6,1371
779,20,3,799
348,282,4,630
100,224,3,324
944,183,8,1127
359,980,8,1339
920,588,1,1508
578,105,5,683
563,482,7,1045
297,929,2,1226
171,836,10,1007
735,432,10,1167
