p,q,f,out
850,457,1,1307
615,66,1,681
168,19,7,187
974,906,1,1880
316,894,4,1210
617,723,8,1340
884,662,5,1546
70,540,4,610
667,29,9,696
243,480,5,723
300,22,3,322
448,309,2,757
136,146,4,282
617,385,8,1002
78,787,5,865
270,816,3,1086
270,588,5,858
390,360,2,750
17,716,4,733
938,341,8,1279
489,239,1,728
43,580,7,623
861,383,6,1244
159,721,5,880
476,595,1,1071
439,73,4,512
495,310,2,805
457,747,5,1204
312,222,6,534
777,963,6,1740
387,986,8,1373
240,738,10,978
606,943,7,1549
214,428,8,642
441,440,8,881
287,765,8,1052
623,932,9,1555
355,795,4,1150
755,191,4,946
769,306,5,1075
349,200,5,549
842,98,6,940
620,933,10,1553
34,589,4,623
183,766,4,949
262,967,6,1229
532,444,8,976
163,379,1,542
104,542,5,646
346,865,2,1211
939,573,10,1512
443,561,5,1004
721,88,3,809
103,280,8,383
805,942,3,1747
816,632,1,1448
840,484,2,1324
735,206,5,941
694,351,10,1045
215,585,5,800
771,703,6,1474
642,402,1,1044
635,540,9,1175
996,544,4,1540
715,742,2,1457
831,994,10,1825
892,447,10,1339
490,6,4,496
848,796,10,1644
512,568,10,1080
640,621,9,1261
98,363,3,461
561,929,3,1490
778,329,1,1107
516,943,4,1459
371,915,3,1286
886,798,9,1684
17,391,3,408
590,842,3,1432
747,429,9,1176
650,849,3,1499
761,235,1,996
32,262,9,294
270,9,5,279
930,57,3,987
514,974,4,1488
915,358,9,1273
596,660,2,1256
591,402,8,993
656,949,8,1605
567,828,10,1395
705,743,2,1448
480,474,10,954
309,432,5,741
93,257,8,350
578,390,9,968
468,222,3,690
675,761,4,1436
103,44,1,147
324,880,8,1204
925,431,5,1356
561,179,6,740
706,687,10,1393
662,863,6,1525
925,367,7,1292
916,911,2,1827
2,767,9,769
17,507,5,524
644,941,7,1585
166,654,10,820
871,534,6,1405
848,916,6,1764
489,630,9,1119
331,108,5,439
970,524,9,1494
341,672,10,1013
327,387,2,714
612,196,5,808
707,155,8,862
223,296,10,519
161,915,4,1076
91,378,5,469
578,902,1,1480
683,614,5,1297
63,88,6,151
886,230,8,1116
79,407,1,486
149,538,6,687
268,63,9,331
105,608,3,713
446,436,7,882
803,69,9,872
290,646,7,936
798,959,5,1757
951,399,10,1350
999,767,4,1766
600,720,2,1320
294,476,6,770
460,525,7,985
505,703,2,1208
85,390,1,475
661,157,3,818
742,510,2,1252
507,938,10,1445
860,306,3,1166
288,597,8,885
366,484,1,850
634,437,8,1071
87,34,10,121
933,236,7,1169
527,973,4,1500
296,177,3,473
786,310,6,1096
710,939,6,1649
543,287,4,830
15,767,9,782
48,905,1,953
707,422,4,1129
435,939,10,1374
915,126,7,1041
321,686,1,1007
800,301,3,1101
641,305,8,946
66,88,5,154
770,535,5,1305
553,787,7,1340
207,845,4,1052
596,652,1,1248
999,555,3,1554
961,294,4,1255
841,357,6,1198
99,991,2,1090
843,230,6,1073
265,343,4,608
682,277,9,959
593,399,1,992
729,565,3,1294
667,773,9,1440
640,929,6,1569
833,255,8,1088
604,384,4,988
659,882,8,1541
427,485,10,912
665,902,3,1567
14,18,7,32
691,146,3,837
717,853,6,1570
67,251,7,318
297,565,6,862
650,565,1,1215
694,637,6,1331
220,473,3,693
602,216,4,818
964,887,1,1851
614,546,3,1160
97,858,3,955
253,392,1,645
762,840,4,1602
455,420,9,875
429,429,7,858
400,584,4,984
786,886,5,1672
264,848,2,1112
19,320,5,339
464,516,1,980
194,801,1,995
743,324,3,1067
655,923,9,1578
941,912,4,1853
434,196,6,630
35,286,8,321
625,493,1,1118
406,244,5,650
864,723,8,1587
605,119,3,724
101,680,9,781
703,189,7,892
427,874,6,1301
695,483,3,1178
938,189,4,1127
571,618,8,1189
901,70,2,971
784,812,2,1596
678,153,10,831
720,792,5,1512
165,952,5,1117
994,925,7,1919
829,661,6,1490
641,889,10,1530
803,625,3,1428
859,192,2,1051
462,312,7,774
185,35,7,220
911,241,6,1152
997,675,10,1672
40,280,5,320
377,382,2,759
417,347,1,764
658,329,7,987
724,755,5,1479
184,37,6,221
766,765,5,1531
675,302,7,977
955,95,3,1050
226,428,4,654
191,92,2,283
794,255,10,1049
921,886,3,1807
613,582,2,1195
165,753,6,918
434,939,4,1373
226,232,7,458
239,141,8,380
666,533,8,1199
618,614,2,1232
30,423,9,453
132,889,4,1021
607,554,5,1161
759,868,8,1627
231,217,8,448
579,809,4,1388
738,501,3,1239
472,200,4,672
549,696,2,1245
595,105,4,700
211,459,4,670
99,171,6,270
711,771,8,1482
41,319,10,360
992,452,5,1444
509,635,10,1144
867,853,4,1720
368,756,8,1124
622,515,10,1137
140,298,6,438
877,435,8,1312
26,43,2,69
698,119,4,817
54,29,7,83
373,287,9,660
944,907,4,1851
860,414,6,1274
857,142,5,999
266,200,2,466
8,356,5,364
488,665,8,1153
806,381,3,1187
794,325,3,1119
269,133,8,402
885,940,10,1825
588,399,2,987
627,231,9,858
185,975,10,1160
524,566,9,1090
890,651,8,1541
120,800,9,920
960,32,8,992
142,720,4,862
65,446,5,511
838,232,10,1070
521,826,6,1347
330,96,6,426
924,872,3,1796
670,160,2,830
235,726,1,961
463,520,2,983
926,594,2,1520
567,137,4,704
24,194,7,218
920,428,1,1348
835,995,10,1830
649,255,8,904
984,493,7,1477
118,458,10,576
95,291,6,386
347,14,10,361
571,652,1,1223
796,150,3,946
434,567,4,1001
516,564,7,1080
264,140,10,404
329,404,7,733
866,268,4,1134
977,180,7,1157
78,645,2,723
157,932,4,1089
653,984,6,1637
773,710,8,1483
156,816,6,972
786,885,6,1671
613,586,2,1199
693,57,5,750
705,676,2,1381
769,710,4,1479
114,874,8,988
108,671,7,779
769,721,6,1490
326,274,9,600
5,115,3,120
40,407,3,447
200,374,2,574
683,300,4,983
506,8,3,514
219,3,8,222
643,108,4,751
869,666,4,1535
538,409,9,947
49,930,7,979
415,863,3,1278
803,638,4,1441
662,825,8,1487
124,284,8,408
635,358,5,993
455,59,4,514
136,460,10,596
695,836,5,1531
287,740,10,1027
759,483,1,1242
783,655,5,1438
532,350,10,882
329,131,5,460
789,705,1,1494
899,397,2,1296
24,62,9,86
172,982,10,1154
234,171,7,405
137,207,2,344
438,43,7,481
260,305,8,565
903,489,3,1392
455,349,1,804
298,790,1,1088
538,395,2,933
681,773,4,1454
553,953,5,1506
677,213,8,890
342,441,9,783
616,748,8,1364
88,983,3,1071
510,505,1,1015
386,92,7,478
854,45,4,899
367,766,1,1133
2,865,10,867
851,98,7,949
49,636,2,685
663,453,5,1116
11,139,10,150
357,835,6,1192
78,337,8,415
955,954,8,1909
401,782,4,1183
677,883,2,1560
156,774,3,930
325,766,9,1091
50,593,9,643
429,446,3,875
945,512,8,1457
741,662,7,1403
187,46,10,233
887,373,6,1260
952,520,1,1472
813,601,5,1414
266,202,4,468
295,77,5,372
843,755,3,1598
604,656,1,1260
819,691,10,1510
939,106,7,1045
219,111,7,330
168,545,3,713
785,803,5,1588
827,637,10,1464
675,568,2,1243
225,178,6,403
757,961,2,1718
373,369,5,742
860,381,2,1241
136,157,6,293
346,282,6,628
676,384,8,1060
72,763,1,835
614,813,4,1427
309,678,4,987
567,791,9,1358
681,337,4,1018
791,796,5,1587
805,288,5,1093
548,773,6,1321
869,911,6,1780
397,596,3,993
581,985,4,1566
676,805,7,1481
33,57,8,90
666,359,10,1025
308,487,7,795
763,919,8,1682
595,52,7,647
657,857,6,1514
544,936,6,1480
149,758,8,907
344,60,5,404
325,403,2,728
810,820,8,1630
161,253,3,414
29,837,5,866
399,58,5,457
534,210,8,744
698,447,10,1145
287,626,9,913
976,67,10,1043
322,838,1,1160
867,611,2,1478
248,666,4,914
40,426,4,466
819,897,3,1716
385,517,9,902
426,196,9,622
559,153,7,712
367,492,10,859
243,699,4,942
563,651,3,1214
992,130,9,1122
768,88,2,856
190,81,3,271
261,69,8,330
982,806,10,1788
689,840,2,1529
243,463,1,706
248,333,3,581
124,82,9,206
201,268,8,469
525,436,7,961
862,420,1,1282
438,816,4,1254
689,185,9,874
312,114,3,426
819,45,4,864
213,675,3,888
374,260,5,634
931,178,6,1109
391,866,2,1257
632,964,5,1596
961,628,4,1589
469,868,3,1337
576,592,2,1168
374,62,5,436
63,321,4,384
732,567,2,1299
388,548,6,936
352,218,1,570
668,535,3,1203
26,587,2,613
339,307,7,646
996,57,7,1053
502,727,9,1229
168,14,4,182
230,122,4,352
697,284,6,981
941,809,6,1750
232,867,8,1099
995,989,4,1984
889,983,1,1872
128,564,9,692
52,50,2,102
156,183,8,339
197,272,9,469
590,481,10,1071
619,603,3,1222
627,777,4,1404
614,346,4,960
840,345,6,1185
228,504,9,732
396,892,8,1288
252,383,3,635
369,577,4,946
736,444,1,1180
814,402,6,1216
156,291,2,447
317,19,6,336
948,349,2,1297
625,817,2,1442
224,599,8,823
582,734,5,1316
653,887,5,1540
82,753,6,835
56,885,10,941
782,405,8,1187
630,984,2,1614
212,658,2,870
756,575,3,1331
954,672,9,1626
326,663,3,989
970,372,8,1342
153,617,2,770
686,240,6,926
209,617,9,826
862,438,9,1300
698,625,10,1323
465,93,2,558
78,519,2,597
256,800,5,1056
640,904,8,1544
201,860,10,1061
681,797,1,1478
262,677,6,939
49,151,8,200
861,516,4,1377
506,720,6,1226
580,846,4,1426
227,862,6,1089
315,194,9,509
10,414,1,424
568,480,5,1048
830,634,6,1464
981,117,3,1098
144,446,2,590
320,511,9,831
225,981,8,1206
483,581,4,1064
899,325,3,1224
591,117,2,708
208,483,6,691
735,882,1,1617
677,347,1,1024
90,12,4,102
339,440,3,779
799,532,2,1331
951,711,8,1662
474,365,7,839
658,911,6,1569
351,440,9,791
46,221,8,267
114,622,7,736
79,604,9,683
297,154,9,451
383,408,2,791
370,569,7,939
396,181,2,577
574,704,1,1278
296,845,8,1141
719,873,4,1592
386,785,10,1171
993,366,2,1359
834,514,6,1348
898,890,6,1788
82,932,3,1014
136,417,3,553
948,602,10,1550
287,738,10,1025
343,237,10,580
156,613,1,769
249,224,9,473
170,471,9,641
534,583,2,1117
656,154,10,810
199,38,2,237
646,144,5,790
718,514,4,1232
417,187,3,604
815,528,7,1343
859,458,5,1317
71,312,6,383
319,309,5,628
357,315,9,672
848,617,3,1465
143,532,5,675
386,881,6,1267
759,580,7,1339
109,816,8,925
393,190,7,583
406,770,3,1176
732,953,2,1685
837,578,5,1415
292,472,7,764
535,634,9,1169
230,94,6,324
93,822,10,915
673,235,6,908
422,895,10,1317
167,116,9,283
827,190,7,1017
783,849,6,1632
158,365,3,523
802,676,4,1478
127,26,6,153
186,995,3,1181
313,126,6,439
565,675,2,1240
99,823,5,922
887,249,10,1136
90,646,3,736
800,746,6,1546
381,953,8,1334
782,819,8,1601
966,101,9,1067
863,690,4,1553
962,852,1,1814
211,630,9,841
574,131,6,705
974,631,6,1605
362,505,3,867
929,99,2,1028
334,747,2,1081
785,165,9,950
760,707,4,1467
859,422,9,1281
797,223,4,1020
645,241,1,886
841,466,5,1307
906,679,5,1585
195,614,7,809
694,558,8,1252
700,254,4,954
280,605,7,885
484,54,1,538
588,664,9,1252
378,613,4,991
196,215,1,411
966,970,5,1936
112,394,4,506
464,816,10,1280
334,290,6,624
959,907,9,1866
438,525,3,963
323,34,7,357
30,462,4,492
555,650,7,1205
564,458,1,1022
493,274,5,767
97,756,9,853
811,132,4,943
130,728,2,858
804,721,5,1525
420,691,5,1111
398,587,6,985
753,968,8,1721
26,175,6,201
445,648,6,1093
57,881,3,938
985,908,8,1893
483,718,9,1201
624,863,10,1487
831,66,2,897
24,623,10,647
550,586,8,1136
958,858,10,1816
409,106,4,515
7,419,9,426
653,710,4,1363
89,149,7,238
956,132,9,1088
696,718,4,1414
67,242,1,309
852,867,7,1719
801,916,6,1717
86,281,10,367
346,252,9,598
256,787,9,1043
244,863,6,1107
149,309,9,458
102,542,10,644
799,765,10,1564
732,633,6,1365
14,172,10,186
107,329,7,436
441,948,10,1389
763,34,6,797
157,795,5,952
93,725,4,818
519,141,5,660
396,501,10,897
625,877,10,1502
991,617,8,1608
369,325,1,694
748,380,5,1128
210,634,3,844
733,343,8,1076
640,335,3,975
460,742,2,1202
60,325,2,385
496,168,10,664
965,243,2,1208
727,39,8,766
952,562,2,1514
328,797,7,1125
11,840,7,851
151,879,5,1030
151,620,9,771
760,13,1,773
291,34,1,325
575,748,5,1323
14,869,2,883
165,332,4,497
185,552,6,737
504,734,6,1238
206,764,7,970
219,846,4,1065
709,874,2,1583
871,228,7,1099
675,467,5,1142
615,768,9,1383
827,119,5,946
256,132,4,388
76,760,6,836
814,284,6,1098
366,831,10,1197
713,91,3,804
510,979,7,1489
154,756,2,910
541,587,9,1128
92,501,10,593
202,124,10,326
704,420,9,1124
731,797,3,1528
328,336,8,664
75,996,9,1071
566,726,8,1292
551,772,4,1323
613,667,7,1280
595,265,3,860
671,295,2,966
737,652,8,1389
11,870,5,881
649,796,8,1445
868,22,8,890
190,605,1,795
347,578,9,925
669,343,8,1012
795,824,5,1619
320,941,4,1261
758,235,2,993
76,629,7,705
103,425,8,528
396,235,7,631
143,786,7,929
737,644,10,1381
282,801,1,1083
290,725,8,1015
569,86,10,655
852,279,8,1131
854,715,3,1569
925,455,2,1380
40,120,8,160
664,118,10,782
754,783,1,1537
414,131,5,545
410,503,2,913
604,505,4,1109
612,166,6,778
826,730,2,1556
412,217,5,629
339,569,7,908
144,879,4,1023
371,425,7,796
270,728,9,998
587,958,4,1545
719,712,1,1431
327,785,3,1112
98,177,7,275
246,960,5,1206
830,25,8,855
641,176,4,817
679,214,4,893
173,408,4,581
307,586,10,893
220,13,4,233
549,54,6,603
64,962,9,1026
606,675,3,1281
487,252,2,739
993,545,6,1538
569,497,7,1066
846,200,9,1046
238,530,3,768
11,824,8,835
327,985,7,1312
452,628,8,1080
70,166,10,236
614,168,5,782
198,953,8,1151
519,275,4,794
752,798,7,1550
310,948,9,1258
264,572,10,836
213,160,2,373
650,213,8,863
174,983,2,1157
643,77,4,720
431,949,4,1380
564,323,8,887
6,836,5,842
706,230,9,936
591,875,3,1466
994,746,3,1740
310,517,10,827
402,176,7,578
197,978,3,1175
198,898,5,1096
262,420,7,682
863,321,3,1184
998,734,6,1732
619,682,8,1301
829,7,2,836
184,415,9,599
529,520,7,1049
607,895,1,1502
99,940,1,1039
488,813,10,1301
396,229,6,625
892,80,4,972
820,309,4,1129
949,642,6,1591
727,366,7,1093
596,744,1,1340
964,939,3,1903
401,612,2,1013
270,698,1,968
355,109,2,464
412,763,4,1175
220,438,4,658
232,2,6,234
839,985,2,1824
327,196,8,523
436,261,6,697
736,832,2,1568
583,387,4,970
901,620,2,1521
666,700,9,1366
256,632,4,888
439,494,4,933
358,480,7,838
137,101,2,238
5,453,2,458
286,950,6,1236
313,843,9,1156
24,320,1,344
352,216,9,568
318,362,2,680
328,48,8,376
74,123,2,197
252,889,6,1141
465,954,5,1419
870,538,4,1408
637,863,10,1500
938,777,8,1715
784,300,7,1084
875,171,3,1046
805,872,6,1677
666,610,1,1276
650,357,3,1007
453,900,9,1353
23,818,3,841
235,82,9,317
64,194,8,258
913,44,1,957
979,185,7,1164
769,672,6,1441
643,533,2,1176
433,974,1,1407
166,536,5,702
472,309,10,781
546,352,1,898
746,852,2,1598
913,736,6,1649
554,607,4,1161
109,510,6,619
153,566,8,719
790,232,9,1022
421,115,10,536
649,574,9,1223
869,662,6,1531
22,644,3,666
50,775,1,825
963,421,9,1384
681,702,8,1383
982,725,8,1707
601,439,9,1040
284,300,2,584
676,818,7,1494
337,401,3,738
39,107,5,146
977,858,10,1835
51,654,5,705
542,720,10,1262
273,941,9,1214
302,22,2,324
940,886,10,1826
812,650,5,1462
757,144,3,901
896,895,1,1791
237,899,5,1136
198,460,7,658
973,331,10,1304
487,768,5,1255
217,412,1,629
207,821,2,1028
170,540,7,710
115,992,9,1107
93,965,4,1058
607,979,2,1586
785,165,6,950
650,6,4,656
199,952,7,1151
25,963,3,988
406,573,9,979
354,615,2,969
237,633,9,870
413,841,10,1254
20,599,10,619
941,935,9,1876
689,582,3,1271
507,800,5,1307
627,530,8,1157
947,741,3,1688
505,567,2,1072
296,212,1,508
554,403,5,957
935,283,2,1218
248,99,3,347
403,251,1,654
937,304,10,1241
274,423,7,697
357,879,9,1236
849,828,1,1677
675,262,9,937
269,614,5,883
457,968,6,1425
52,405,6,457
663,455,1,1118
487,338,3,825
482,445,8,927
462,785,4,1247
90,467,7,557
0,819,9,819
191,42,3,233
90,185,3,275
13,891,5,904
787,17,9,804
630,764,4,1394
379,451,3,830
536,633,10,1169
658,380,7,1038
978,877,7,1855
201,574,3,775
949,605,2,1554
21,237,7,258
814,830,7,1644
770,55,6,825
447,51,9,498
338,117,1,455
123,234,2,357
661,776,6,1437
327,452,10,779
449,90,10,539
311,373,3,684
891,223,6,1114
661,790,10,1451
68,106,9,174
402,347,5,749
282,293,9,575
496,433,3,929
570,867,1,1437
758,910,3,1668
535,339,1,874
744,19,3,763
728,537,3,1265
48,421,3,469
442,207,2,649
729,823,10,1552
64,407,5,471
56,200,3,256
165,843,10,1008
824,320,9,1144
159,811,5,970
789,470,1,1259
950,166,6,1116
474,94,7,568
182,973,2,1155
832,228,6,1060
78,797,5,875
671,999,6,1670
377,614,5,991
445,840,6,1285
426,657,3,1083
929,476,1,1405
323,142,8,465
803,528,1,1331
588,874,8,1462
144,972,9,1116
245,594,1,839
121,404,9,525
822,294,5,1116
413,554,4,967
306,704,6,1010
788,224,4,1012
321,47,2,368
588,225,6,813
870,881,5,1751
60,878,1,938
654,271,8,925
886,540,2,1426
913,244,10,1157
462,828,7,1290
894,941,8,1835
764,883,5,1647
794,967,8,1761
892,130,8,1022
997,764,9,1761
207,33,8,240
623,84,1,707
46,913,2,959
340,576,5,916
235,955,1,1190
769,561,1,1330
263,897,8,1160
215,351,1,566
764,564,5,1328
129,876,3,1005
261,851,3,1112
320,349,2,669
558,49,4,607
785,870,7,1655
438,648,3,1086
344,465,5,809
17,694,4,711
409,31,10,440
121,28,6,149
481,853,4,1334
242,240,5,482
922,20,6,942
835,420,10,1255
391,794,10,1185
882,553,8,1435
549,674,1,1223
754,362,2,1116
467,579,5,1046
612,486,5,1098
701,521,6,1222
211,821,1,1032
932,824,8,1756
957,714,3,1671
493,166,1,659
434,165,4,599
668,567,7,1235
175,603,2,778
904,111,8,1015
219,951,8,1170
158,851,7,1009
404,18,9,422
785,323,6,1108
507,869,4,1376
806,320,3,1126
34,205,2,239
244,415,7,659
466,366,4,832
327,848,2,1175
710,68,6,778
153,801,3,954
481,786,6,1267
11,819,6,830
573,968,5,1541
841,159,2,1000
385,500,6,885
920,573,10,1493
937,826,3,1763
887,204,4,1091
849,431,7,1280
721,773,6,1494
278,378,7,656
285,904,1,1189
774,741,6,1515
923,142,7,1065
967,303,8,1270
822,188,5,1010
36,191,10,227
769,837,10,1606
620,668,5,1288
65,437,3,502
690,681,2,1371
640,349,3,989
790,642,5,1432
579,701,1,1280
253,900,3,1153
11,480,3,491
534,121,3,655
475,217,4,692
311,60,3,371
881,138,1,1019
5,28,1,33
414,482,7,896
487,901,7,1388
978,615,6,1593
369,729,5,1098
573,593,1,1166
15,834,5,849
325,124,7,449
901,584,8,1485
307,237,5,544
539,622,2,1161
422,20,1,442
769,453,7,1222
816,23,6,839
373,77,5,450
982,427,6,1409
479,932,4,1411
489,600,7,1089
642,917,5,1559
828,752,1,1580
910,335,10,1245
408,350,10,758
748,371,10,1119
313,69,1,382
244,518,10,762
134,807,3,941
20,129,10,149
145,331,9,476
43,693,2,736
972,809,3,1781
392,433,2,825
540,144,9,684
964,133,10,1097
679,961,10,1640
17,210,4,227
490,609,2,1099
184,515,6,699
140,740,2,880
138,911,4,1049
69,571,8,640
959,821,3,1780
143,144,3,287
51,840,2,891
565,66,1,631
484,123,2,607
264,218,1,482
898,434,8,1332
80,824,7,904
130,579,6,709
109,138,4,247
426,475,5,901
966,993,4,1959
298,165,2,463
302,974,9,1276
669,539,3,1208
426,653,2,1079
835,856,2,1691
595,278,6,873
565,308,9,873
646,494,5,1140
976,436,5,1412
130,511,1,641
547,689,8,1236
775,140,7,915
301,17,8,318
939,704,1,1643
396,640,8,1036
775,321,6,1096
697,226,10,923
827,660,1,1487
252,186,3,438
348,731,7,1079
630,310,4,940
792,956,6,1748
946,507,2,1453
972,928,9,1900
227,843,10,1070
980,440,3,1420
515,898,7,1413
748,570,8,1318
456,551,8,1007
464,108,2,572
903,251,2,1154
229,453,8,682
592,858,6,1450
963,556,4,1519
572,390,1,962
791,192,4,983
695,645,9,1340
823,945,9,1768
626,219,6,845
608,699,8,1307
119,291,4,410
379,113,1,492
37,197,3,234
681,866,3,1547
477,763,2,1240
26,850,9,876
731,339,6,1070
556,837,4,1393
580,194,6,774
620,745,2,1365
891,613,7,1504
519,57,1,576
265,739,5,1004
196,987,4,1183
34,671,9,705
506,276,1,782
75,346,8,421
757,636,5,1393
878,972,6,1850
620,258,9,878
550,547,8,1097
478,255,1,733
150,671,2,821
621,376,4,997
464,715,8,1179
719,261,4,980
328,316,7,644
995,986,10,1981
250,997,4,1247
592,951,6,1543
287,825,1,1112
239,646,9,885
665,931,7,1596
182,551,9,733
834,175,9,1009
250,256,9,506
287,392,8,679
849,511,10,1360
570,529,6,1099
616,362,8,978
805,515,5,1320
191,852,10,1043
572,968,8,1540
716,914,9,1630
693,233,9,926
650,725,1,1375
55,612,1,667
526,348,2,874
369,635,2,1004
943,700,10,1643
718,550,7,1268
905,400,2,1305
283,821,3,1104
620,387,3,1007
874,638,3,1512
755,417,8,1172
624,766,10,1390
879,776,10,1655
973,241,8,1214
853,182,10,1035
117,811,2,928
417,768,5,1185
126,571,7,697
410,183,3,593
324,730,2,1054
780,936,1,1716
996,769,4,1765
160,778,9,938
141,591,4,732
843,18,2,861
769,292,8,1061
796,719,6,1515
784,376,8,1160
140,688,6,828
294,685,10,979
38,977,9,1015
857,179,2,1036
476,376,4,852
974,282,6,1256
576,398,6,974
308,346,3,654
34,733,10,767
861,424,8,1285
866,517,2,1383
8,111,3,119
388,796,4,1184
455,110,4,565
14,973,1,987
331,62,3,393
938,72,4,1010
545,875,4,1420
149,763,5,912
161,914,6,1075
848,795,9,1643
375,659,10,1034
585,16,6,601
346,374,4,720
650,116,7,766
252,429,10,681
333,392,3,725
132,275,6,407
30,173,5,203
787,432,10,1219
526,845,3,1371
285,585,5,870
545,569,6,1114
23,371,4,394
739,589,2,1328
562,848,2,1410
792,391,8,1183
615,676,6,1291
471,712,7,1183
16,964,8,980
498,379,10,877
327,760,8,1087
383,471,2,854
45,999,2,1044
163,656,5,819
316,89,8,405
969,678,8,1647
710,443,4,1153
733,839,9,1572
147,865,6,1012
583,236,3,819
637,900,7,1537
490,631,6,1121
610,517,3,1127
458,452,10,910
854,71,5,925
51,234,10,285
41,883,4,924
11,828,1,839
740,887,1,1627
20,673,2,693
339,22,10,361
258,536,8,794
230,800,7,1030
879,370,6,1249
272,652,9,924
967,596,6,1563
902,710,1,1612
300,619,8,919
940,921,8,1861
545,898,7,1443
298,255,5,553
729,950,6,1679
339,581,3,920
885,179,7,1064
409,325,6,734
325,686,6,1011
723,776,8,1499
521,616,3,1137
207,269,10,476
226,376,8,602
319,134,1,453
485,915,8,1400
638,532,8,1170
33,804,9,837
432,609,7,1041
890,932,3,1822
722,908,4,1630
717,569,7,1286
32,750,4,782
258,10,1,268
21,294,1,315
372,243,2,615
754,259,4,1013
761,369,8,1130
10,69,3,79
877,292,2,1169
840,613,10,1453
346,162,8,508
917,952,8,1869
863,977,10,1840
724,3,7,727
269,44,9,313
931,61,9,992
808,748,4,1556
525,947,8,1472
181,683,2,864
151,380,8,531
651,397,1,1048
808,1,10,809
674,703,1,1377
27,361,9,388
866,135,8,1001
909,890,7,1799
702,418,4,1120
653,497,2,1150
195,541,1,736
881,182,1,1063
379,373,9,752
569,666,3,1235
981,241,10,1222
137,603,4,740
992,833,3,1825
788,129,6,917
295,830,2,1125
714,361,10,1075
75,620,9,695
30,598,4,628
325,7,8,332
755,502,4,1257
304,980,1,1284
