p,q,f,out
909,141,6,1050
224,890,9,1114
718,482,4,1200
293,908,9,1201
808,834,8,1642
773,529,6,1302
925,420,8,1345
418,882,4,1300
635,301,7,936
772,979,1,1751
51,577,9,628
288,732,3,1020
446,914,6,1360
862,983,7,1845
208,554,3,762
260,814,4,1074
96,212,3,308
207,286,5,493
404,416,6,820
545,342,6,887
376,226,2,602
614,86,7,700
453,301,9,754
159,787,5,946
638,512,5,1150
965,396,3,1361
565,52,7,617
408,530,8,938
373,796,9,1169
453,18,5,471
349,981,9,1330
561,11,2,572
231,145,6,376
894,212,7,1106
381,21,4,402
95,695,2,790
138,271,7,409
485,5,6,490
150,598,4,748
115,468,10,583
689,736,6,1425
111,252,2,363
718,865,10,1583
793,634,3,1427
911,345,10,1256
512,512,3,1024
262,398,7,660
121,300,5,421
274,827,3,1101
98,147,8,245
326,498,7,824
794,483,5,1277
999,293,4,1292
513,300,8,813
930,687,4,1617
677,142,6,819
210,932,6,1142
202,111,5,313
930,183,7,1113
654,259,2,913
329,672,10,1001
124,700,7,824
967,850,8,1817
385,539,6,924
703,360,2,1063
902,341,2,1243
902,288,1,1190
917,75,7,992
28,387,6,415
354,637,6,991
951,494,8,1445
584,594,4,1178
940,47,10,987
758,841,9,1599
771,113,8,884
61,949,4,1010
937,751,3,1688
183,521,8,704
187,186,4,373
108,255,9,363
505,82,5,587
440,921,4,1361
987,193,8,1180
177,9,3,186
249,685,8,934
140,170,2,310
154,254,9,408
300,888,1,1188
756,261,6,1017
309,438,3,747
592,556,4,1148
230,46,6,276
405,248,5,653
700,220,3,920
689,282,7,971
886,178,2,1064
500,15,3,515
287,251,9,538
849,312,8,1161
54,469,1,523
3,587,9,590
175,618,8,793
319,763,4,1082
691,335,4,1026
18,101,3,119
972,519,4,1491
936,31,9,967
771,648,10,1419
853,238,9,1091
219,728,6,947
845,368,1,1213
498,344,1,842
469,154,10,623
956,923,4,1879
54,377,10,431
444,226,3,670
808,812,9,1620
960,811,10,1771
0,181,2,181
966,797,6,1763
749,30,7,779
755,803,10,1558
843,492,3,1335
170,331,9,501
155,972,6,1127
348,594,2,942
503,980,5,1483
55,713,2,768
327,948,6,1275
801,911,8,1712
422,300,10,722
432,492,9,924
673,476,8,1149
369,717,7,1086
803,447,9,1250
264,964,10,1228
30,635,3,665
12,373,8,385
184,976,5,1160
306,421,8,727
619,836,9,1455
214,21,2,235
66,351,7,417
460,667,6,1127
999,248,2,1247
312,161,2,473
250,152,5,402
27,934,8,961
511,3,8,514
903,559,5,1462
971,92,1,1063
958,441,7,1399
57,735,1,792
766,387,1,1153
865,646,3,1511
317,998,4,1315
991,267,1,1258
428,977,2,1405
38,754,8,792
331,999,2,1330
805,825,10,1630
251,413,1,664
546,581,9,1127
731,780,3,1511
365,701,3,1066
810,956,6,1766
294,569,9,863
916,353,6,1269
628,1,1,629
393,755,5,1148
198,727,3,925
680,111,6,791
143,87,8,230
608,66,7,674
432,170,4,602
628,328,5,956
73,246,10,319
396,536,5,932
124,295,7,419
6,338,6,344
698,921,10,1619
12,608,10,620
441,766,6,1207
403,165,10,568
209,864,1,1073
866,440,5,1306
136,285,6,421
449,976,1,1425
580,696,2,1276
912,69,1,981
791,562,8,1353
328,607,9,935
712,511,2,1223
412,758,1,1170
536,471,4,1007
199,960,10,1159
280,75,2,355
758,690,2,1448
397,744,1,1141
596,932,3,1528
435,523,2,958
433,522,6,955
20,41,7,61
774,276,6,1050
300,102,7,402
452,218,4,670
444,784,5,1228
863,796,1,1659
319,733,7,1052
962,301,8,1263
771,292,6,1063
931,395,1,1326
250,405,1,655
296,516,3,812
596,581,8,1177
440,574,4,1014
177,119,2,296
306,454,3,760
216,525,9,741
472,97,4,569
131,99,5,230
458,785,10,1243
606,988,4,1594
866,950,6,1816
989,885,3,1874
271,768,4,1039
380,114,8,494
877,992,7,1869
322,432,6,754
522,194,10,716
686,966,1,1652
239,412,9,651
946,445,8,1391
771,965,5,1736
533,513,5,1046
232,640,1,872
974,141,8,1115
462,4,10,466
398,363,7,761
637,271,9,908
688,377,9,1065
559,757,4,1316
33,908,3,941
203,980,3,1183
628,8,5,636
602,846,10,1448
409,592,10,1001
281,387,4,668
861,157,2,1018
374,679,4,1053
552,70,1,622
965,397,4,1362
53,638,9,691
842,473,4,1315
215,310,5,525
286,934,9,1220
396,723,4,1119
993,955,2,1948
17,490,2,507
619,35,10,654
486,180,2,666
584,771,6,1355
492,399,8,891
509,148,9,657
839,739,2,1578
275,4,2,279
219,809,4,1028
446,638,8,1084
362,282,9,644
643,213,4,856
544,754,10,1298
764,411,2,1175
894,241,2,1135
854,111,7,965
795,593,6,1388
585,827,4,1412
93,701,5,794
623,332,2,955
961,666,8,1627
780,703,10,1483
919,629,10,1548
429,449,6,878
273,994,8,1267
919,932,8,1851
293,132,5,425
863,776,2,1639
641,927,9,1568
835,77,1,912
188,161,1,349
483,805,10,1288
673,263,4,936
532,266,7,798
670,771,5,1441
363,519,10,882
905,34,7,939
716,549,7,1265
590,219,1,809
958,739,9,1697
193,741,10,934
477,933,5,1410
572,48,3,620
639,19,9,658
183,301,5,484
626,905,8,1531
241,6,7,247
922,313,1,1235
989,253,4,1242
788,17,8,805
139,764,3,903
882,976,7,1858
61,890,10,951
358,766,9,1124
625,40,5,665
48,264,3,312
379,741,9,1120
232,179,8,411
690,9,7,699
839,788,1,1627
897,451,10,1348
555,557,7,1112
351,223,4,574
314,472,1,786
519,429,9,948
206,232,10,438
398,658,10,1056
358,212,8,570
34,256,3,290
490,119,5,609
656,125,5,781
612,681,8,1293
727,276,1,1003
978,422,7,1400
4,223,3,227
770,233,6,1003
296,53,10,349
242,287,3,529
190,656,9,846
26,574,8,600
578,878,1,1456
643,650,10,1293
146,641,4,787
141,673,5,814
997,951,4,1948
317,700,10,1017
16,761,3,777
809,711,5,1520
223,797,8,1020
572,832,9,1404
461,209,6,670
587,914,2,1501
53,197,6,250
492,406,5,898
345,992,7,1337
477,685,5,1162
943,188,10,1131
343,801,1,1144
531,399,6,930
390,921,4,1311
383,48,2,431
569,505,5,1074
589,636,2,1225
956,941,3,1897
544,968,2,1512
1,910,4,911
252,587,9,839
691,710,5,1401
785,714,4,1499
343,103,4,446
134,907,10,1041
760,425,7,1185
183,186,9,369
420,70,10,490
372,163,10,535
99,653,8,752
995,292,3,1287
982,261,3,1243
357,469,3,826
94,474,3,568
797,282,2,1079
745,692,3,1437
750,515,2,1265
290,531,2,821
198,376,2,574
907,201,3,1108
362,484,4,846
532,283,9,815
599,481,8,1080
679,952,10,1631
850,428,4,1278
966,840,4,1806
170,966,4,1136
942,609,8,1551
664,738,3,1402
66,642,5,708
325,637,9,962
376,575,9,951
852,802,3,1654
420,72,1,492
754,157,9,911
53,496,1,549
937,157,1,1094
478,283,4,761
88,874,10,962
369,955,8,1324
125,94,9,219
895,394,8,1289
546,532,5,1078
30,280,8,310
433,105,3,538
809,252,6,1061
244,980,4,1224
756,523,6,1279
211,41,1,252
722,655,6,1377
826,876,5,1702
548,999,9,1547
651,861,5,1512
335,782,2,1117
359,237,9,596
709,122,3,831
467,883,5,1350
703,463,9,1166
275,811,2,1086
619,329,1,948
233,595,6,828
251,946,9,1197
319,294,8,613
578,510,1,1088
702,983,2,1685
615,422,2,1037
265,158,3,423
83,598,9,681
525,587,8,1112
77,126,3,203
259,706,5,965
695,417,9,1112
259,513,10,772
308,381,8,689
854,487,9,1341
385,841,6,1226
976,611,4,1587
420,302,7,722
924,441,9,1365
739,132,8,871
237,576,4,813
902,230,7,1132
418,289,5,707
130,483,2,613
961,564,3,1525
689,841,8,1530
237,959,8,1196
61,516,9,577
413,456,9,869
990,540,5,1530
382,323,2,705
492,526,5,1018
136,418,6,554
101,893,2,994
182,437,3,619
553,177,2,730
201,752,6,953
726,548,6,1274
867,327,4,1194
731,187,4,918
999,824,6,1823
495,668,2,1163
901,949,9,1850
731,10,6,741
905,44,1,949
893,788,4,1681
970,66,9,1036
140,178,6,318
991,477,9,1468
981,548,6,1529
253,699,9,952
758,775,5,1533
489,457,5,946
148,685,1,833
373,253,8,626
292,182,4,474
355,397,8,752
826,827,5,1653
228,935,7,1163
818,602,5,1420
943,755,4,1698
793,927,7,1720
305,46,4,351
353,459,4,812
19,962,4,981
680,782,9,1462
162,662,3,824
896,635,3,1531
718,556,9,1274
387,268,3,655
570,709,8,1279
231,498,1,729
344,105,7,449
989,605,1,1594
316,702,2,1018
764,870,10,1634
524,628,9,1152
111,273,3,384
746,385,4,1131
427,906,7,1333
139,913,6,1052
637,373,1,1010
363,111,9,474
450,187,2,637
597,706,9,1303
812,927,3,1739
108,688,8,796
60,885,6,945
193,570,7,763
803,840,9,1643
170,229,2,399
771,394,10,1165
736,272,2,1008
517,145,1,662
466,574,9,1040
82,595,6,677
906,979,2,1885
222,940,4,1162
146,960,4,1106
418,126,9,544
413,867,1,1280
512,176,8,688
771,29,8,800
729,534,8,1263
595,681,1,1276
969,509,7,1478
690,713,4,1403
776,584,10,1360
606,175,6,781
468,293,2,761
28,84,7,112
229,52,5,281
9,620,2,629
538,411,10,949
621,599,6,1220
173,53,8,226
909,591,10,1500
43,539,3,582
655,303,1,958
302,209,9,511
932,48,2,980
266,475,6,741
66,532,1,598
268,112,3,380
992,919,7,1911
992,437,10,1429
117,588,3,705
43,464,2,507
352,401,3,753
411,998,10,1409
850,753,5,1603
780,19,5,799
40,882,1,922
198,768,3,966
850,980,5,1830
930,956,3,1886
799,9,2,808
442,673,1,1115
372,116,3,488
105,316,6,421
508,820,5,1328
25,630,5,655
495,948,1,1443
81,225,8,306
559,289,2,848
686,23,8,709
91,710,6,801
408,144,1,552
31,89,5,120
43,80,5,123
427,870,3,1297
538,981,7,1519
549,722,2,1271
992,45,9,1037
709,459,7,1168
767,111,10,878
130,909,4,1039
945,197,5,1142
971,721,4,1692
203,286,6,489
879,720,5,1599
504,487,2,991
575,549,2,1124
906,275,10,1181
545,517,9,1062
718,961,8,1679
56,548,7,604
255,176,4,431
550,840,5,1390
384,334,7,718
593,798,9,1391
902,486,4,1388
806,395,7,1201
328,393,2,721
249,47,5,296
865,510,2,1375
976,635,4,1611
164,820,1,984
174,439,10,613
303,993,7,1296
358,710,5,1068
207,582,7,789
540,819,10,1359
706,550,4,1256
564,283,7,847
324,131,6,455
132,246,5,378
326,430,6,756
367,143,10,510
565,973,2,1538
219,608,8,827
420,61,4,481
649,194,7,843
400,231,3,631
548,644,2,1192
749,562,3,1311
16,539,8,555
841,128,1,969
77,683,4,760
156,141,5,297
925,923,1,1848
675,481,4,1156
487,957,5,1444
489,637,3,1126
316,836,7,1152
854,59,7,913
180,150,10,330
509,582,6,1091
360,300,4,660
896,940,4,1836
796,31,1,827
777,287,7,1064
995,37,2,1032
677,691,4,1368
362,675,9,1037
458,477,7,935
751,636,4,1387
431,928,1,1359
780,652,4,1432
633,766,4,1399
381,604,7,985
899,873,2,1772
681,212,3,893
646,484,1,1130
998,999,7,1997
545,980,5,1525
890,563,8,1453
663,145,9,808
384,323,6,707
371,170,6,541
477,812,1,1289
932,93,2,1025
246,687,9,933
398,81,9,479
319,814,7,1133
457,200,10,657
359,299,7,658
332,777,7,1109
165,438,5,603
618,949,9,1567
470,797,9,1267
697,69,9,766
234,704,8,938
267,161,7,428
28,605,5,633
277,545,7,822
520,318,5,838
837,397,9,1234
504,75,5,579
305,447,4,752
211,433,7,644
62,194,3,256
953,774,9,1727
451,569,3,1020
10,900,2,910
966,911,8,1877
591,550,9,1141
270,721,1,991
670,56,10,726
629,459,1,1088
661,80,4,741
752,715,7,1467
879,0,10,879
8,601,1,609
289,263,8,552
330,804,4,1134
652,282,2,934
844,876,6,1720
529,595,1,1124
549,721,6,1270
769,491,4,1260
216,383,5,599
327,848,1,1175
12,120,1,132
500,717,8,1217
922,185,8,1107
19,803,6,822
221,637,6,858
30,769,10,799
181,366,1,547
42,777,5,819
266,558,7,824
435,700,2,1135
812,649,2,1461
88,115,1,203
536,995,5,1531
780,888,4,1668
896,734,3,1630
712,854,10,1566
502,632,8,1134
872,817,9,1689
105,950,10,1055
381,993,2,1374
852,42,9,894
482,141,4,623
454,327,8,781
64,92,9,156
413,464,1,877
115,971,7,1086
471,43,7,514
216,197,7,413
164,184,5,348
72,308,7,380
425,547,1,972
209,792,6,1001
853,828,4,1681
597,462,2,1059
673,181,5,854
984,881,10,1865
484,140,1,624
18,565,9,583
692,491,1,1183
506,991,3,1497
107,332,4,439
809,901,2,1710
839,959,10,1798
754,537,5,1291
956,141,1,1097
760,172,3,932
738,357,7,1095
304,122,3,426
427,90,6,517
142,325,6,467
537,120,2,657
285,875,5,1160
519,208,5,727
59,821,8,880
476,230,7,706
344,933,3,1277
290,376,3,666
555,526,10,1081
492,270,4,762
638,369,10,1007
579,25,1,604
177,423,10,600
650,454,1,1104
427,117,3,544
815,364,9,1179
264,775,1,1039
685,315,8,1000
277,616,4,893
498,695,3,1193
318,521,7,839
633,733,2,1366
753,46,5,799
901,65,5,966
172,497,6,669
776,720,5,1496
704,518,2,1222
69,300,1,369
311,657,5,968
297,0,6,297
417,604,8,1021
34,635,2,669
924,279,1,1203
234,465,3,699
376,541,8,917
137,652,6,789
598,437,8,1035
848,891,10,1739
774,637,8,1411
437,64,2,501
532,11,1,543
610,846,8,1456
573,288,10,861
26,979,5,1005
67,39,1,106
470,39,1,509
691,445,3,1136
868,507,2,1375
330,57,5,387
629,533,4,1162
685,38,2,723
603,818,3,1421
18,981,2,999
326,540,4,866
248,484,10,732
909,30,9,939
210,621,6,831
765,919,8,1684
83,836,5,919
224,685,4,909
15,656,5,671
843,420,3,1263
627,399,6,1026
957,559,1,1516
12,993,7,1005
942,962,4,1904
551,699,8,1250
618,393,8,1011
486,225,8,711
53,672,4,725
163,97,10,260
972,59,5,1031
993,408,1,1401
425,909,8,1334
341,573,10,914
868,632,3,1500
529,616,8,1145
237,201,5,438
188,595,6,783
128,819,9,947
85,988,3,1073
425,490,4,915
416,516,10,932
816,170,3,986
153,831,4,984
799,600,1,1399
664,696,5,1360
833,83,3,916
112,388,4,500
705,413,2,1118
936,635,10,1571
464,609,8,1073
772,241,1,1013
423,315,10,738
933,169,2,1102
453,879,3,1332
636,135,6,771
725,690,3,1415
688,391,4,1079
334,130,8,464
889,941,10,1830
32,467,9,499
366,723,10,1089
948,705,4,1653
980,609,7,1589
819,693,1,1512
300,519,1,819
333,820,8,1153
42,425,3,467
297,192,1,489
739,69,2,808
841,526,5,1367
76,788,4,864
198,203,7,401
936,996,9,1932
56,680,10,736
969,525,3,1494
813,49,5,862
68,53,9,121
873,168,7,1041
949,573,5,1522
121,765,4,886
492,893,2,1385
99,564,2,663
310,412,1,722
12,298,3,310
86,136,3,222
602,476,2,1078
19,625,10,644
721,29,5,750
694,999,4,1693
910,856,7,1766
44,510,9,554
77,870,7,947
280,200,1,480
706,312,10,1018
511,471,6,982
387,778,5,1165
672,573,7,1245
405,841,3,1246
409,712,3,1121
162,217,6,379
683,815,10,1498
113,112,2,225
468,28,3,496
746,543,8,1289
915,73,6,988
297,523,6,820
563,441,7,1004
49,521,6,570
825,566,10,1391
948,541,5,1489
515,747,9,1262
375,528,10,903
960,634,9,1594
19,148,1,167
486,961,2,1447
797,212,7,1009
280,198,4,478
594,508,6,1102
115,290,5,405
150,687,8,837
717,981,2,1698
457,306,2,763
239,380,3,619
74,300,10,374
784,602,3,1386
99,485,9,584
327,664,8,991
549,716,4,1265
932,654,7,1586
112,648,7,760
682,946,3,1628
975,741,3,1716
976,794,1,1770
872,114,1,986
291,231,4,522
204,619,10,823
817,111,1,928
446,265,10,711
979,552,1,1531
643,431,4,1074
464,634,8,1098
281,632,7,913
269,261,7,530
474,515,5,989
74,940,6,1014
882,510,8,1392
324,555,10,879
449,648,7,1097
890,866,2,1756
130,282,2,412
192,858,4,1050
644,424,2,1068
980,283,7,1263
153,459,10,612
440,868,3,1308
289,565,5,854
382,459,8,841
405,649,1,1054
986,56,1,1042
413,102,9,515
144,457,1,601
521,114,2,635
560,301,5,861
315,588,4,903
248,198,7,446
949,475,6,1424
575,518,3,1093
129,341,7,470
971,109,3,1080
736,639,4,1375
853,975,6,1828
169,817,3,986
219,744,6,963
929,984,10,1913
497,945,4,1442
231,566,4,797
100,351,5,451
32,818,7,850
171,807,4,978
256,665,7,921
379,205,7,584
804,754,6,1558
40,569,9,609
733,528,8,1261
202,898,10,1100
763,641,10,1404
319,131,6,450
964,582,7,1546
365,220,8,585
593,145,2,738
835,773,2,1608
175,724,1,899
602,720,1,1322
104,997,4,1101
149,528,9,677
359,433,7,792
902,109,6,1011
252,204,5,456
635,307,5,942
340,892,8,1232
493,585,10,1078
495,174,10,669
172,891,4,1063
633,542,3,1175
935,633,8,1568
169,301,7,470
590,649,3,1239
878,708,6,1586
366,360,4,726
773,85,9,858
269,960,3,1229
205,351,7,556
201,105,1,306
228,54,3,282
532,961,5,1493
733,387,9,1120
713,69,10,782
557,138,7,695
451,414,10,865
625,963,9,1588
639,353,8,992
649,509,7,1158
39,186,2,225
238,326,3,564
688,418,1,1106
806,152,6,958
47,341,3,388
194,645,10,839
702,778,4,1480
103,900,3,1003
591,496,10,1087
136,694,2,830
276,772,5,1048
884,354,1,1238
110,685,4,795
138,80,6,218
21,107,3,128
771,472,6,1243
516,840,2,1356
861,971,9,1832
711,641,4,1352
933,357,1,1290
417,614,10,1031
307,936,2,1243
65,204,4,269
646,374,5,1020
822,872,9,1694
294,229,6,523
415,185,8,600
227,769,1,996
156,528,2,684
366,858,10,1224
860,642,3,1502
867,179,8,1046
601,317,1,918
134,895,5,1029
180,980,7,1160
270,227,2,497
471,519,9,990
671,97,3,768
554,403,10,957
515,842,9,1357
99,745,2,844
292,922,3,1214
912,260,9,1172
591,415,6,1006
152,483,5,635
70,517,7,587
636,196,2,832
857,503,10,1360
320,742,7,1062
23,345,1,368
629,294,6,923
774,523,4,1297
843,558,8,1401
267,261,10,528
558,376,5,934
678,217,7,895
38,593,6,631
265,810,7,1075
15,448,9,463
73,580,2,653
25,314,5,339
424,886,1,1310
624,7,1,631
162,902,10,1064
554,522,10,1076
789,629,1,1418
15,566,8,581
287,305,9,592
616,391,3,1007
377,851,7,1228
302,782,6,1084
498,434,9,932
627,445,10,1072
104,332,10,436
924,358,1,1282
531,909,3,1440
727,923,10,1650
113,363,9,476
94,26,1,120
729,722,10,1451
832,177,6,1009
579,425,5,1004
502,434,8,936
578,868,10,1446
337,16,8,353
552,504,6,1056
874,664,6,1538
579,997,7,1576
176,397,10,573
830,522,7,1352
359,878,10,1237
854,386,4,1240
773,183,10,956
476,470,4,946
354,844,2,1198
375,515,1,890
222,3,7,225
652,563,5,1215
76,353,7,429
670,699,1,1369
66,623,4,689
623,201,5,824
877,359,10,1236
966,577,10,1543
781,851,5,1632
443,52,5,495
327,199,5,526
640,609,9,1249
512,469,4,981
928,870,6,1798
993,949,2,1942
404,662,5,1066
745,325,7,1070
282,116,3,398
389,463,8,852
86,231,9,317
342,382,4,724
968,680,9,1648
84,933,6,1017
16,996,4,1012
416,677,5,1093
295,104,5,399
690,234,5,924
439,700,10,1139
48,781,4,829
647,107,10,754
183,240,3,423
136,306,5,442
377,75,10,452
636,16,9,652
112,174,7,286
245,800,1,1045
323,648,6,971
283,436,3,719
67,425,9,492
461,337,3,798
743,543,3,1286
243,630,9,873
623,210,6,833
263,785,3,1048
609,677,4,1286
176,954,4,1130
814,335,5,1149
369,989,7,1358
740,313,5,1053
439,496,10,935
302,519,6,821
559,894,6,1453
717,651,8,1368
182,483,9,665
723,579,9,1302
429,778,4,1207
200,166,1,366
5,815,10,820
744,986,9,1730
553,821,1,1374
732,831,2,1563
305,788,10,1093
302,671,1,973
309,254,7,563
99,256,6,355
530,133,6,663
151,846,5,997
353,799,9,1152
821,239,4,1060
399,24,6,423
614,888,5,1502
516,1,6,517
476,737,5,1213
759,353,10,1112
646,641,6,1287
477,430,8,907
558,129,3,687
209,468,3,677
967,48,10,1015
859,660,9,1519
558,853,1,1411
887,597,2,1484
551,842,10,1393
922,131,2,1053
142,705,8,847
573,569,3,1142
415,711,10,1126
194,972,3,1166
650,407,9,1057
937,155,4,1092
416,196,1,612
334,460,5,794
559,78,2,637
143,770,8,913
863,130,5,993
107,550,7,657
960,804,10,1764
440,197,3,637
422,552,5,974
555,472,5,1027
883,935,1,1818
551,449,9,1000
23,969,10,992
521,670,9,1191
35,374,8,409
134,808,4,942
715,786,5,1501
289,841,7,1130
938,914,1,1852
201,885,2,1086
232,622,8,854
349,871,10,1220
174,506,5,680
579,287,6,866
22,992,5,1014
338,807,1,1145
927,552,6,1479
794,63,2,857
345,499,4,844
603,488,7,1091
928,893,7,1821
216,995,3,1211
444,159,2,603
763,403,4,1166
29,151,1,180
93,582,5,675
925,422,4,1347
983,886,1,1869
199,604,7,803
130,284,2,414
521,671,4,1192
83,198,10,281
380,319,9,699
294,431,1,725
202,414,3,616
613,474,2,1087
54,499,9,553
796,203,5,999
564,352,2,916
920,528,7,1448
842,613,7,1455
618,761,8,1379
930,365,8,1295
471,176,10,647
422,214,3,636
737,171,1,908
902,588,1,1490
943,428,3,1371
94,485,6,579
63,9,6,72
177,559,5,736
144,468,2,612
390,232,6,622
75,833,1,908
251,461,7,712
817,751,1,1568
626,4,7,630
954,333,8,1287
520,10,4,530
173,981,5,1154
995,378,9,1373
45,392,1,437
189,294,1,483
488,180,10,668
97,942,2,1039
781,487,6,1268
258,29,8,287
116,614,4,730
995,150,7,1145
943,504,1,1447
951,854,10,1805
611,838,1,1449
252,593,9,845
440,278,4,718
359,748,4,1107
724,323,4,1047
325,906,2,1231
824,121,6,945
602,381,5,983
873,136,3,1009
253,71,1,324
711,944,3,1655
717,637,4,1354
715,833,7,1548
322,41,8,363
579,612,6,1191
86,630,6,716
665,45,4,710
976,880,10,1856
57,179,6,236
216,200,3,416
480,777,1,1257
240,450,10,690
812,109,5,921
131,799,10,930
748,52,6,800
526,343,8,869
294,582,9,876
671,330,6,1001
648,352,9,1000
194,886,4,1080
964,154,7,1118
720,398,6,1118
531,303,10,834
654,280,3,934
646,304,4,950
272,189,8,461
555,416,10,971
431,511,7,942
633,968,8,1601
37,418,7,455
970,504,3,1474
692,501,7,1193
81,679,6,760
22,223,3,245
647,541,5,1188
249,777,8,1026
900,30,4,930
470,656,10,1126
519,189,9,708
182,48,1,230
527,128,1,655
132,961,6,1093
632,493,3,1125
290,368,7,658
142,639,3,781
209,950,2,1159
383,675,10,1058
193,486,2,679
320,982,10,1302
31,779,3,810
157,872,2,1029
777,224,10,1001
12,718,1,730
171,384,2,555
111,828,7,939
782,51,9,833
790,73,7,863
884,332,8,1216
407,794,5,1201
831,692,4,1523
514,808,9,1322
267,969,9,1236
92,261,7,353
458,658,9,1116
988,945,2,1933
6,206,5,212
251,600,5,851
402,884,9,1286
187,897,2,1084
722,83,7,805
203,452,5,655
40,625,1,665
348,581,7,929
929,930,9,1859
312,114,1,426
459,903,9,1362
215,422,6,637
625,478,2,1103
639,796,9,1435
420,166,6,586
505,385,9,890
273,606,10,879
444,857,1,1301
391,691,4,1082
55,460,10,515
831,919,8,1750
319,494,6,813
341,408,6,749
697,646,8,1343
531,672,8,1203
947,989,2,1936
646,891,3,1537
13,523,2,536
397,201,3,598
292,562,10,854
218,85,6,303
913,669,6,1582
502,32,6,534
661,339,2,1000
730,558,2,1288
604,826,10,1430
826,201,3,1027
368,582,7,950
890,220,9,1110
553,115,10,668
475,515,2,990
408,312,6,720
81,534,1,615
304,454,6,758
302,436,2,738
420,274,1,694
204,508,9,712
275,934,4,1209
857,548,9,1405
701,466,1,1167
256,312,10,568
299,754,2,1053
852,902,2,1754
607,405,5,1012
842,119,6,961
12,474,5,486
31,397,3,428
292,17,9,309
228,485,9,713
207,983,9,1190
361,619,9,980
319,288,9,607
321,621,2,942
510,231,6,741
746,835,9,1581
210,99,2,309
100,812,6,912
386,865,4,1251
743,747,5,1490
389,374,2,763
178,902,5,1080
901,192,2,1093
269,260,2,529
569,375,1,944
959,682,6,1641
651,887,2,1538
